match,teamInnings,battingPos,batsmanName,runs,balls,4s,6s,SR,Out/Not out,match_id
Australia Vs Ireland,Ireland,7,GarethDelany,14,10,2,0,140.00,Out,T20I # 1855
Australia Vs Ireland,Ireland,8,MarkAdair,11,11,1,0,100.00,Out,T20I # 1855
Australia Vs Ireland,Ireland,9,FionnHand,6,6,1,0,100.00,Out,T20I # 1855
Australia Vs Ireland,Ireland,10,BarryMcCarthy,3,7,0,0,42.85,Out,T20I # 1855
Australia Vs Ireland,Ireland,11,JoshLittle,1,5,0,0,20.00,Out,T20I # 1855
Afghanistan Vs Sri Lanka,Afghanistan,1,RahmanullahGurbaz,28,24,2,2,116.66,Out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,2,UsmanGhani,27,27,2,1,100.00,Out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,3,IbrahimZadran,22,18,1,1,122.22,Out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,4,NajibullahZadran,18,16,1,0,112.50,Out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,5,GulbadinNaib,12,14,0,0,85.71,Out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,6,MohammadNabic,13,8,1,0,162.50,Out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,7,RashidKhan,9,8,1,0,112.50,Out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,8,AzmatullahOmarzai,3,4,0,0,75.00,Not out,T20I # 1856
Afghanistan Vs Sri Lanka,Afghanistan,9,MujeebUrRahman,1,2,0,0,50.00,Out,T20I # 1856
Afghanistan Vs Sri Lanka,Sri Lanka,1,PathumNissanka,10,10,2,0,100.00,Out,T20I # 1856
Afghanistan Vs Sri Lanka,Sri Lanka,2,KusalMendis,25,27,2,1,92.59,Out,T20I # 1856
Afghanistan Vs Sri Lanka,Sri Lanka,3,DhananjayadeSilva,66,42,6,2,157.14,Not out,T20I # 1856
Afghanistan Vs Sri Lanka,Sri Lanka,4,CharithAsalanka,19,18,1,0,105.55,Out,T20I # 1856
Afghanistan Vs Sri Lanka,Sri Lanka,5,BhanukaRajapaksa,18,14,3,0,128.57,Out,T20I # 1856
Afghanistan Vs Sri Lanka,Sri Lanka,6,DasunShanakac,0,0,0,0,-,Not out,T20I # 1856
England Vs New Zealand,England,1,JosButtlerc,73,47,7,2,155.31,Out,T20I # 1858
England Vs New Zealand,England,2,AlexHales,52,40,7,1,130.00,Out,T20I # 1858
England Vs New Zealand,England,3,MoeenAli,5,6,0,0,83.33,Out,T20I # 1858
England Vs New Zealand,England,4,LiamLivingstone,20,14,1,1,142.85,Out,T20I # 1858
England Vs New Zealand,England,5,HarryBrook,7,3,0,1,233.33,Out,T20I # 1858
England Vs New Zealand,England,6,BenStokes,8,7,0,0,114.28,Out,T20I # 1858
England Vs New Zealand,England,7,SamCurran,6,3,0,1,200.00,Not out,T20I # 1858
England Vs New Zealand,England,8,DawidMalan,3,1,0,0,300.00,Not out,T20I # 1858
England Vs New Zealand,New Zealand,1,FinnAllen,16,11,0,1,145.45,Out,T20I # 1858
England Vs New Zealand,New Zealand,2,DevonConway,3,9,0,0,33.33,Out,T20I # 1858
England Vs New Zealand,New Zealand,3,KaneWilliamsonc,40,40,3,0,100.00,Out,T20I # 1858
England Vs New Zealand,New Zealand,4,GlennPhillips,62,36,4,3,172.22,Out,T20I # 1858
England Vs New Zealand,New Zealand,5,JamesNeesham,6,3,1,0,200.00,Out,T20I # 1858
England Vs New Zealand,New Zealand,6,DarylMitchell,3,5,0,0,60.00,Out,T20I # 1858
England Vs New Zealand,New Zealand,7,MitchellSantner,16,10,0,1,160.00,Not out,T20I # 1858
England Vs New Zealand,New Zealand,8,IshSodhi,6,6,0,0,100.00,Not out,T20I # 1858
Zimbabwe Vs Netherlands,Zimbabwe,1,WesslyMadhevere,1,5,0,0,20.00,Out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,2,CraigErvinec,3,12,0,0,25.00,Out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,3,RegisChakabva,5,16,1,0,31.25,Out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,4,SeanWilliams,28,23,3,0,121.73,Out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,5,SikandarRaza,40,24,3,3,166.66,Out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,6,MiltonShumba,2,3,0,0,66.66,Out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,7,RyanBurl,2,7,0,0,28.57,Out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,8,LukeJongwe,6,8,0,0,75.00,Out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,9,RichardNgarava,9,7,0,1,128.57,Out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,10,TendaiChatara,6,7,0,0,85.71,Not out,T20I # 1859
Zimbabwe Vs Netherlands,Zimbabwe,11,BlessingMuzarabani,1,4,0,0,25.00,Out,T20I # 1859
Zimbabwe Vs Netherlands,Netherlands,1,StephanMyburgh,8,7,0,1,114.28,Out,T20I # 1859
Zimbabwe Vs Netherlands,Netherlands,2,MaxODowd,52,47,8,1,110.63,Out,T20I # 1859
Zimbabwe Vs Netherlands,Netherlands,3,TomCooper,32,29,2,1,110.34,Out,T20I # 1859
Zimbabwe Vs Netherlands,Netherlands,4,ColinAckermann,1,5,0,0,20.00,Out,T20I # 1859
Zimbabwe Vs Netherlands,Netherlands,5,BasdeLeede,12,12,2,0,100.00,Not out,T20I # 1859
Zimbabwe Vs Netherlands,Netherlands,6,ScottEdwardsc,5,6,1,0,83.33,Out,T20I # 1859
Zimbabwe Vs Netherlands,Netherlands,7,RoelofvanderMerwe,0,3,0,0,0.00,Not out,T20I # 1859
India Vs Bangladesh,India,1,KLRahul,50,32,3,4,156.25,Out,T20I # 1860
India Vs Bangladesh,India,2,RohitSharmac,2,8,0,0,25.00,Out,T20I # 1860
India Vs Bangladesh,India,3,ViratKohli,64,44,8,1,145.45,Not out,T20I # 1860
India Vs Bangladesh,India,4,SuryakumarYadav,30,16,4,0,187.50,Out,T20I # 1860
India Vs Bangladesh,India,5,HardikPandya,5,6,0,0,83.33,Out,T20I # 1860
India Vs Bangladesh,India,6,DineshKarthik,7,5,1,0,140.00,Out,T20I # 1860
India Vs Bangladesh,India,7,AxarPatel,7,6,1,0,116.66,Out,T20I # 1860
India Vs Bangladesh,India,8,RavichandranAshwin,13,6,1,1,216.66,Not out,T20I # 1860
India Vs Bangladesh,Bangladesh,1,NajmulHossainShanto,21,25,1,1,84.00,Out,T20I # 1860
India Vs Bangladesh,Bangladesh,2,LittonDas,60,27,7,3,222.22,Out,T20I # 1860
India Vs Bangladesh,Bangladesh,3,ShakibAlHasanc,13,12,2,0,108.33,Out,T20I # 1860
India Vs Bangladesh,Bangladesh,4,AfifHossain,3,5,0,0,60.00,Out,T20I # 1860
India Vs Bangladesh,Bangladesh,5,YasirAli,1,3,0,0,33.33,Out,T20I # 1860
India Vs Bangladesh,Bangladesh,6,NurulHasan,25,14,2,1,178.57,Not out,T20I # 1860
India Vs Bangladesh,Bangladesh,7,MosaddekHossain,6,3,0,1,200.00,Out,T20I # 1860
India Vs Bangladesh,Bangladesh,8,TaskinAhmed,12,7,1,1,171.42,Not out,T20I # 1860
Pakistan Vs South Africa,Pakistan,1,MohammadRizwan,4,4,1,0,100.00,Out,T20I # 1861
Pakistan Vs South Africa,Pakistan,2,BabarAzamc,6,15,0,0,40.00,Out,T20I # 1861
Pakistan Vs South Africa,Pakistan,3,MohammadHaris,28,11,2,3,254.54,Out,T20I # 1861
Pakistan Vs South Africa,Pakistan,4,ShanMasood,2,6,0,0,33.33,Out,T20I # 1861
Pakistan Vs South Africa,Pakistan,5,IftikharAhmed,51,35,3,2,145.71,Out,T20I # 1861
Pakistan Vs South Africa,Pakistan,6,MohammadNawaz,28,22,4,1,127.27,Out,T20I # 1861
Pakistan Vs South Africa,Pakistan,7,ShadabKhan,52,22,3,4,236.36,Out,T20I # 1861
Pakistan Vs South Africa,Pakistan,8,MohammadWasim,0,1,0,0,0.00,Out,T20I # 1861
Pakistan Vs South Africa,Pakistan,9,NaseemShah,5,3,0,0,166.66,Not out,T20I # 1861
Pakistan Vs South Africa,Pakistan,10,HarisRauf,3,2,0,0,150.00,Out,T20I # 1861
Pakistan Vs South Africa,South Africa,1,TembaBavumac,36,19,4,1,189.47,Out,T20I # 1861
Pakistan Vs South Africa,South Africa,2,QuintondeKock,0,5,0,0,0.00,Out,T20I # 1861
Pakistan Vs South Africa,South Africa,3,RileeRossouw,7,6,0,1,116.66,Out,T20I # 1861
Pakistan Vs South Africa,South Africa,4,AidenMarkram,20,14,4,0,142.85,Out,T20I # 1861
Pakistan Vs South Africa,South Africa,5,HeinrichKlaasen,15,9,3,0,166.66,Out,T20I # 1861
Pakistan Vs South Africa,South Africa,6,TristanStubbs,18,18,0,1,100.00,Out,T20I # 1861
Pakistan Vs South Africa,South Africa,7,WayneParnell,3,4,0,0,75.00,Out,T20I # 1861
Pakistan Vs South Africa,South Africa,8,KagisoRabada,1,2,0,0,50.00,Out,T20I # 1861
Pakistan Vs South Africa,South Africa,9,AnrichNortje,1,5,0,0,20.00,Out,T20I # 1861
Pakistan Vs South Africa,South Africa,10,LungiNgidi,4,1,1,0,400.00,Not out,T20I # 1861
Pakistan Vs South Africa,South Africa,11,TabraizShamsi,1,1,0,0,100.00,Not out,T20I # 1861
New Zealand Vs Ireland,New Zealand,1,FinnAllen,32,18,5,1,177.77,Out,T20I # 1862
New Zealand Vs Ireland,New Zealand,2,DevonConway,28,33,2,0,84.84,Out,T20I # 1862
New Zealand Vs Ireland,New Zealand,3,KaneWilliamsonc,61,35,5,3,174.28,Out,T20I # 1862
New Zealand Vs Ireland,New Zealand,4,GlennPhillips,17,9,2,1,188.88,Out,T20I # 1862
New Zealand Vs Ireland,New Zealand,5,DarylMitchell,31,21,2,0,147.61,Not out,T20I # 1862
New Zealand Vs Ireland,New Zealand,6,JamesNeesham,0,1,0,0,0.00,Out,T20I # 1862
New Zealand Vs Ireland,New Zealand,7,MitchellSantner,0,1,0,0,0.00,Out,T20I # 1862
New Zealand Vs Ireland,New Zealand,8,TimSouthee,1,2,0,0,50.00,Not out,T20I # 1862
New Zealand Vs Ireland,Ireland,1,PaulStirling,37,27,3,1,137.03,Out,T20I # 1862
New Zealand Vs Ireland,Ireland,2,AndyBalbirniec,30,25,0,3,120.00,Out,T20I # 1862
New Zealand Vs Ireland,Ireland,3,LorcanTucker,13,14,0,0,92.85,Out,T20I # 1862
New Zealand Vs Ireland,Ireland,4,HarryTector,2,7,0,0,28.57,Out,T20I # 1862
New Zealand Vs Ireland,Ireland,5,GarethDelany,10,8,2,0,125.00,Out,T20I # 1862
New Zealand Vs Ireland,Ireland,6,GeorgeDockrell,23,15,3,0,153.33,Out,T20I # 1862
New Zealand Vs Ireland,Ireland,7,CurtisCampher,7,7,1,0,100.00,Out,T20I # 1862
New Zealand Vs Ireland,Ireland,8,FionnHand,5,3,1,0,166.66,Out,T20I # 1862
New Zealand Vs Ireland,Ireland,9,MarkAdair,4,5,0,0,80.00,Out,T20I # 1862
New Zealand Vs Ireland,Ireland,10,BarryMcCarthy,6,5,0,0,120.00,Not out,T20I # 1862
New Zealand Vs Ireland,Ireland,11,JoshLittle,8,4,0,1,200.00,Not out,T20I # 1862
Australia Vs Afghanistan,Australia,1,DavidWarner,25,18,5,0,138.88,Out,T20I # 1864
Australia Vs Afghanistan,Australia,2,CameronGreen,3,2,0,0,150.00,Out,T20I # 1864
Australia Vs Afghanistan,Australia,3,MitchellMarsh,45,30,3,2,150.00,Out,T20I # 1864
Australia Vs Afghanistan,Australia,4,StevenSmith,4,4,1,0,100.00,Out,T20I # 1864
Australia Vs Afghanistan,Australia,5,MarcusStoinis,25,21,0,2,119.04,Out,T20I # 1864
Australia Vs Afghanistan,Australia,6,GlennMaxwell,54,32,6,2,168.75,Not out,T20I # 1864
Australia Vs Afghanistan,Australia,7,MatthewWadec,6,8,1,0,75.00,Out,T20I # 1864
Australia Vs Afghanistan,Australia,8,PatCummins,0,2,0,0,0.00,Out,T20I # 1864
Australia Vs Afghanistan,Australia,9,KaneRichardson,1,1,0,0,100.00,Out,T20I # 1864
Australia Vs Afghanistan,Australia,10,AdamZampa,1,1,0,0,100.00,Not out,T20I # 1864
Australia Vs Afghanistan,Afghanistan,1,RahmanullahGurbaz,30,17,2,2,176.47,Out,T20I # 1864
Australia Vs Afghanistan,Afghanistan,2,UsmanGhani,2,7,0,0,28.57,Out,T20I # 1864
Australia Vs Afghanistan,Afghanistan,3,IbrahimZadran,26,33,2,0,78.78,Out,T20I # 1864
Australia Vs Afghanistan,Afghanistan,4,GulbadinNaib,39,23,3,2,169.56,Out,T20I # 1864
Australia Vs Afghanistan,Afghanistan,5,MohammadNabic,1,2,0,0,50.00,Out,T20I # 1864
Australia Vs Afghanistan,Afghanistan,6,NajibullahZadran,0,2,0,0,0.00,Out,T20I # 1864
Australia Vs Afghanistan,Afghanistan,7,DarwishRasooli,15,13,1,0,115.38,Out,T20I # 1864
Australia Vs Afghanistan,Afghanistan,8,RashidKhan,48,23,3,4,208.69,Not out,T20I # 1864
Australia Vs Afghanistan,Afghanistan,9,NaveenulHaq,0,0,0,0,-,Not out,T20I # 1864
Sri Lanka Vs England,Sri Lanka,1,PathumNissanka,67,45,2,5,148.88,Out,T20I # 1867
Sri Lanka Vs England,Sri Lanka,2,KusalMendis,18,14,1,1,128.57,Out,T20I # 1867
Sri Lanka Vs England,Sri Lanka,3,DhananjayadeSilva,9,11,0,0,81.81,Out,T20I # 1867
Sri Lanka Vs England,Sri Lanka,4,CharithAsalanka,8,9,0,0,88.88,Out,T20I # 1867
Sri Lanka Vs England,Sri Lanka,5,BhanukaRajapaksa,22,22,3,0,100.00,Out,T20I # 1867
Sri Lanka Vs England,Sri Lanka,6,DasunShanakac,3,8,0,0,37.50,Out,T20I # 1867
Sri Lanka Vs England,Sri Lanka,7,WaninduHasarangadeSilva,9,9,1,0,100.00,Out,T20I # 1867
Sri Lanka Vs England,Sri Lanka,8,ChamikaKarunaratne,0,2,0,0,0.00,Out,T20I # 1867
Sri Lanka Vs England,Sri Lanka,9,MaheeshTheekshana,0,0,0,0,-,Not out,T20I # 1867
Sri Lanka Vs England,England,1,JosButtlerc,28,23,2,1,121.73,Out,T20I # 1867
Sri Lanka Vs England,England,2,AlexHales,47,30,7,1,156.66,Out,T20I # 1867
Sri Lanka Vs England,England,3,BenStokes,42,36,2,0,116.66,Not out,T20I # 1867
Sri Lanka Vs England,England,4,HarryBrook,4,5,0,0,80.00,Out,T20I # 1867
Sri Lanka Vs England,England,5,LiamLivingstone,4,6,0,0,66.66,Out,T20I # 1867
Sri Lanka Vs England,England,6,MoeenAli,1,5,0,0,20.00,Out,T20I # 1867
Sri Lanka Vs England,England,7,SamCurran,6,11,0,0,54.54,Out,T20I # 1867
Sri Lanka Vs England,England,8,ChrisWoakes,5,3,1,0,166.66,Not out,T20I # 1867
Netherlands Vs South Africa,Netherlands,1,StephanMyburgh,37,30,7,0,123.33,Out,T20I # 1871
Netherlands Vs South Africa,Netherlands,2,MaxODowd,29,31,1,1,93.54,Out,T20I # 1871
Netherlands Vs South Africa,Netherlands,3,TomCooper,35,19,2,2,184.21,Out,T20I # 1871
Netherlands Vs South Africa,Netherlands,4,ColinAckermann,41,26,3,2,157.69,Not out,T20I # 1871
Netherlands Vs South Africa,Netherlands,5,BasdeLeede,1,7,0,0,14.28,Out,T20I # 1871
Netherlands Vs South Africa,Netherlands,6,ScottEdwardsc,12,7,2,0,171.42,Not out,T20I # 1871
Netherlands Vs South Africa,South Africa,1,QuintondeKock,13,13,1,1,100.00,Out,T20I # 1871
Netherlands Vs South Africa,South Africa,2,TembaBavumac,20,20,2,0,100.00,Out,T20I # 1871
Netherlands Vs South Africa,South Africa,3,RileeRossouw,25,19,2,0,131.57,Out,T20I # 1871
Netherlands Vs South Africa,South Africa,4,AidenMarkram,17,13,2,0,130.76,Out,T20I # 1871
Netherlands Vs South Africa,South Africa,5,DavidMiller,17,17,1,0,100.00,Out,T20I # 1871
Netherlands Vs South Africa,South Africa,6,HeinrichKlaasen,21,18,0,1,116.66,Out,T20I # 1871
Netherlands Vs South Africa,South Africa,7,WayneParnell,0,2,0,0,0.00,Out,T20I # 1871
Netherlands Vs South Africa,South Africa,8,KeshavMaharaj,13,12,0,1,108.33,Out,T20I # 1871
Netherlands Vs South Africa,South Africa,9,KagisoRabada,9,8,0,0,112.50,Not out,T20I # 1871
Netherlands Vs South Africa,South Africa,10,AnrichNortje,4,1,1,0,400.00,Not out,T20I # 1871
Bangladesh Vs Pakistan,Bangladesh,1,NajmulHossainShanto,54,48,7,0,112.50,Out,T20I # 1872
Bangladesh Vs Pakistan,Bangladesh,2,LittonDas,10,8,0,1,125.00,Out,T20I # 1872
Bangladesh Vs Pakistan,Bangladesh,3,SoumyaSarkar,20,17,1,1,117.64,Out,T20I # 1872
Bangladesh Vs Pakistan,Bangladesh,4,ShakibAlHasanc,0,1,0,0,0.00,Out,T20I # 1872
Bangladesh Vs Pakistan,Bangladesh,5,AfifHossain,24,20,3,0,120.00,Not out,T20I # 1872
Bangladesh Vs Pakistan,Bangladesh,6,MosaddekHossain,5,11,0,0,45.45,Out,T20I # 1872
Bangladesh Vs Pakistan,Bangladesh,7,NurulHasan,0,3,0,0,0.00,Out,T20I # 1872
Bangladesh Vs Pakistan,Bangladesh,8,TaskinAhmed,1,5,0,0,20.00,Out,T20I # 1872
Bangladesh Vs Pakistan,Bangladesh,9,NasumAhmed,7,6,1,0,116.66,Out,T20I # 1872
Bangladesh Vs Pakistan,Bangladesh,10,MustafizurRahman,0,1,0,0,0.00,Not out,T20I # 1872
Bangladesh Vs Pakistan,Pakistan,1,MohammadRizwan,32,32,2,1,100.00,Out,T20I # 1872
Bangladesh Vs Pakistan,Pakistan,2,BabarAzamc,25,33,2,0,75.75,Out,T20I # 1872
Bangladesh Vs Pakistan,Pakistan,3,MohammadNawaz,4,11,0,0,36.36,Out,T20I # 1872
Bangladesh Vs Pakistan,Pakistan,4,MohammadHaris,31,18,1,2,172.22,Out,T20I # 1872
Bangladesh Vs Pakistan,Pakistan,5,ShanMasood,24,14,2,0,171.42,Not out,T20I # 1872
Bangladesh Vs Pakistan,Pakistan,6,IftikharAhmed,1,3,0,0,33.33,Out,T20I # 1872
Bangladesh Vs Pakistan,Pakistan,7,ShadabKhan,0,0,0,0,-,Not out,T20I # 1872
India Vs Zimbabwe,India,1,KLRahul,51,35,3,3,145.71,Out,T20I # 1873
India Vs Zimbabwe,India,2,RohitSharmac,15,13,2,0,115.38,Out,T20I # 1873
India Vs Zimbabwe,India,3,ViratKohli,26,25,2,0,104.00,Out,T20I # 1873
India Vs Zimbabwe,India,4,SuryakumarYadav,61,25,6,4,244.00,Not out,T20I # 1873
India Vs Zimbabwe,India,5,RishabhPant,3,5,0,0,60.00,Out,T20I # 1873
India Vs Zimbabwe,India,6,HardikPandya,18,18,2,0,100.00,Out,T20I # 1873
India Vs Zimbabwe,India,7,AxarPatel,0,0,0,0,-,Not out,T20I # 1873
India Vs Zimbabwe,Zimbabwe,1,WesslyMadhevere,0,1,0,0,0.00,Out,T20I # 1873
India Vs Zimbabwe,Zimbabwe,2,CraigErvinec,13,15,2,0,86.66,Out,T20I # 1873
India Vs Zimbabwe,Zimbabwe,3,RegisChakabva,0,6,0,0,0.00,Out,T20I # 1873
India Vs Zimbabwe,Zimbabwe,4,SeanWilliams,11,18,0,1,61.11,Out,T20I # 1873
India Vs Zimbabwe,Zimbabwe,5,SikandarRaza,34,24,3,0,141.66,Out,T20I # 1873
India Vs Zimbabwe,Zimbabwe,6,TonyMunyonga,5,4,1,0,125.00,Out,T20I # 1873
India Vs Zimbabwe,Zimbabwe,7,RyanBurl,35,22,5,1,159.09,Out,T20I # 1873
India Vs Zimbabwe,Zimbabwe,8,WellingtonMasakadza,1,7,0,0,14.28,Out,T20I # 1873
India Vs Zimbabwe,Zimbabwe,9,RichardNgarava,1,2,0,0,50.00,Out,T20I # 1873
India Vs Zimbabwe,Zimbabwe,10,TendaiChatara,4,4,1,0,100.00,Out,T20I # 1873
India Vs Zimbabwe,Zimbabwe,11,BlessingMuzarabani,0,2,0,0,0.00,Not out,T20I # 1873
New Zealand Vs Pakistan,New Zealand,1,FinnAllen,4,3,1,0,133.33,Out,T20I # 1877
New Zealand Vs Pakistan,New Zealand,2,DevonConway,21,20,3,0,105.00,Out,T20I # 1877
New Zealand Vs Pakistan,New Zealand,3,KaneWilliamsonc,46,42,1,1,109.52,Out,T20I # 1877
New Zealand Vs Pakistan,New Zealand,4,GlennPhillips,6,8,1,0,75.00,Out,T20I # 1877
New Zealand Vs Pakistan,New Zealand,5,DarylMitchell,53,35,3,1,151.42,Not out,T20I # 1877
New Zealand Vs Pakistan,New Zealand,6,JamesNeesham,16,12,1,0,133.33,Not out,T20I # 1877
New Zealand Vs Pakistan,Pakistan,1,MohammadRizwan,57,43,5,0,132.55,Out,T20I # 1877
New Zealand Vs Pakistan,Pakistan,2,BabarAzamc,53,42,7,0,126.19,Out,T20I # 1877
New Zealand Vs Pakistan,Pakistan,3,MohammadHaris,30,26,2,1,115.38,Out,T20I # 1877
New Zealand Vs Pakistan,Pakistan,4,ShanMasood,3,4,0,0,75.00,Not out,T20I # 1877
New Zealand Vs Pakistan,Pakistan,5,IftikharAhmed,0,0,0,0,-,Not out,T20I # 1877
India Vs England,India,1,KLRahul,5,5,1,0,100.00,Out,T20I # 1878
India Vs England,India,2,RohitSharmac,27,28,4,0,96.42,Out,T20I # 1878
India Vs England,India,3,ViratKohli,50,40,4,1,125.00,Out,T20I # 1878
India Vs England,India,4,SuryakumarYadav,14,10,1,1,140.00,Out,T20I # 1878
India Vs England,India,5,HardikPandya,63,33,4,5,190.90,Out,T20I # 1878
India Vs England,India,6,RishabhPant,6,4,1,0,150.00,Out,T20I # 1878
India Vs England,India,7,RavichandranAshwin,0,0,0,0,-,Not out,T20I # 1878
India Vs England,England,1,JosButtlerc,80,49,9,3,163.26,Not out,T20I # 1878
India Vs England,England,2,AlexHales,86,47,4,7,182.97,Not out,T20I # 1878
Pakistan Vs England,Pakistan,1,MohammadRizwan,15,14,0,1,107.14,Out,T20I # 1879
Pakistan Vs England,Pakistan,2,BabarAzamc,32,28,2,0,114.28,Out,T20I # 1879
Pakistan Vs England,Pakistan,3,MohammadHaris,8,12,1,0,66.66,Out,T20I # 1879
Pakistan Vs England,Pakistan,4,ShanMasood,38,28,2,1,135.71,Out,T20I # 1879
Pakistan Vs England,Pakistan,5,IftikharAhmed,0,6,0,0,0.00,Out,T20I # 1879
Pakistan Vs England,Pakistan,6,ShadabKhan,20,14,2,0,142.85,Out,T20I # 1879
Pakistan Vs England,Pakistan,7,MohammadNawaz,5,7,0,0,71.42,Out,T20I # 1879
Pakistan Vs England,Pakistan,8,MohammadWasim,4,8,0,0,50.00,Out,T20I # 1879
Pakistan Vs England,Pakistan,9,ShaheenShahAfridi,5,3,1,0,166.66,Not out,T20I # 1879
Pakistan Vs England,Pakistan,10,HarisRauf,1,1,0,0,100.00,Not out,T20I # 1879
Pakistan Vs England,England,1,JosButtlerc,26,17,3,1,152.94,Out,T20I # 1879
Pakistan Vs England,England,2,AlexHales,1,2,0,0,50.00,Out,T20I # 1879
Pakistan Vs England,England,3,PhilSalt,10,9,2,0,111.11,Out,T20I # 1879
Pakistan Vs England,England,4,BenStokes,52,49,5,1,106.12,Not out,T20I # 1879
Pakistan Vs England,England,5,HarryBrook,20,23,1,0,86.95,Out,T20I # 1879
Pakistan Vs England,England,6,MoeenAli,19,13,3,0,146.15,Out,T20I # 1879
Pakistan Vs England,England,7,LiamLivingstone,1,1,0,0,100.00,Not out,T20I # 1879
